Algorithm,Performance_Metric_New,Performance_Metric,Baseline_SCore,Category,Feature_Types,Data_Size
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.765,VS,Unigram,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.833677652,VS,Unigram,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.743505009,VS,Unigram_Composite,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.831,VS,Unigram_Composite,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.61,VS,Unigram_Composite,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.703313026,VS,Unigram_Composite,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.900480544,VS,Unigram_Composite,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.901,VS,Unigram_Composite,6k
MX,meanRecall,cv_MX_train.meanRecall,0.899,VS,Unigram_Composite,6k
MX,meanFscore,cv_MX_train.meanFscore,0.899893413,VS,Unigram_Composite,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.604844157,VS,Unigram_Composite,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.583,VS,Unigram_Composite,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.737,VS,Unigram_Composite,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.65018892,VS,Unigram_Composite,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.831722813,VS,Unigram_Composite,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.821,VS,Unigram_Composite,6k
BG,meanRecall,cv_BG_train.meanRecall,0.846,VS,Unigram_Composite,6k
BG,meanFscore,cv_BG_train.meanFscore,0.833102138,VS,Unigram_Composite,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.767199007,VS,Unigram_Composite,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.76,VS,Unigram_Composite,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.785,VS,Unigram_Composite,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.770202221,VS,Unigram_Composite,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.855885644,VS,Unigram_Composite,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.842,VS,Unigram_Composite,6k
RF,meanRecall,cv_RF_train.meanRecall,0.876,VS,Unigram_Composite,6k
RF,meanFscore,cv_RF_train.meanFscore,0.858568601,VS,Unigram_Composite,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500025392,VS,Unigram_Composite,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,VS,Unigram_Composite,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Unigram_Composite,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666331508,VS,Unigram_Composite,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.805162692,VS,Unigram_Composite,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.817,VS,Unigram_Composite,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.787,VS,Unigram_Composite,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.801216369,VS,Unigram_Composite,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.892040759,VS,Unigram_Composite,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.862,VS,Unigram_Composite,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.814,VS,Unigram_Composite,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.835994295,VS,Unigram_Composite,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.777955226,VS,Unigram_Bigram,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.845,VS,Unigram_Bigram,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.68,VS,Unigram_Bigram,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.753192526,VS,Unigram_Bigram,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.90550337,VS,Unigram_Bigram,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.906,VS,Unigram_Bigram,6k
MX,meanRecall,cv_MX_train.meanRecall,0.905,VS,Unigram_Bigram,6k
MX,meanFscore,cv_MX_train.meanFscore,0.905441771,VS,Unigram_Bigram,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.827442838,VS,Unigram_Bigram,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.808,VS,Unigram_Bigram,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.86,VS,Unigram_Bigram,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.833025321,VS,Unigram_Bigram,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.810358693,VS,Unigram_Bigram,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.799,VS,Unigram_Bigram,6k
BG,meanRecall,cv_BG_train.meanRecall,0.832,VS,Unigram_Bigram,6k
BG,meanFscore,cv_BG_train.meanFscore,0.814933254,VS,Unigram_Bigram,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.712442361,VS,Unigram_Bigram,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.665,VS,Unigram_Bigram,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.849,VS,Unigram_Bigram,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.745477006,VS,Unigram_Bigram,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.868248662,VS,Unigram_Bigram,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.871,VS,Unigram_Bigram,6k
RF,meanRecall,cv_RF_train.meanRecall,0.867,VS,Unigram_Bigram,6k
RF,meanFscore,cv_RF_train.meanFscore,0.868688743,VS,Unigram_Bigram,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499992122,VS,Unigram_Bigram,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,VS,Unigram_Bigram,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Unigram_Bigram,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.665593021,VS,Unigram_Bigram,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.848802529,VS,Unigram_Bigram,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.871,VS,Unigram_Bigram,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.82,VS,Unigram_Bigram,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.8443755,VS,Unigram_Bigram,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.924125437,VS,Unigram_Bigram,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.913,VS,Unigram_Bigram,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.821,VS,Unigram_Bigram,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.863779619,VS,Unigram_Bigram,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.780491205,VS,Unigram_Bigram_Trigram,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.848,VS,Unigram_Bigram_Trigram,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.683,VS,Unigram_Bigram_Trigram,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.75640922,VS,Unigram_Bigram_Trigram,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.904854797,VS,Unigram_Bigram_Trigram,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.904,VS,Unigram_Bigram_Trigram,6k
MX,meanRecall,cv_MX_train.meanRecall,0.904,VS,Unigram_Bigram_Trigram,6k
MX,meanFscore,cv_MX_train.meanFscore,0.903916957,VS,Unigram_Bigram_Trigram,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.829506348,VS,Unigram_Bigram_Trigram,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.81,VS,Unigram_Bigram_Trigram,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.861,VS,Unigram_Bigram_Trigram,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.834514869,VS,Unigram_Bigram_Trigram,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.812115252,VS,Unigram_Bigram_Trigram,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.797,VS,Unigram_Bigram_Trigram,6k
BG,meanRecall,cv_BG_train.meanRecall,0.839,VS,Unigram_Bigram_Trigram,6k
BG,meanFscore,cv_BG_train.meanFscore,0.817306621,VS,Unigram_Bigram_Trigram,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.706778733,VS,Unigram_Bigram_Trigram,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.688,VS,Unigram_Bigram_Trigram,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.805,VS,Unigram_Bigram_Trigram,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.72766122,VS,Unigram_Bigram_Trigram,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.859786998,VS,Unigram_Bigram_Trigram,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.861,VS,Unigram_Bigram_Trigram,6k
RF,meanRecall,cv_RF_train.meanRecall,0.86,VS,Unigram_Bigram_Trigram,6k
RF,meanFscore,cv_RF_train.meanFscore,0.860227907,VS,Unigram_Bigram_Trigram,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500143049,VS,Unigram_Bigram_Trigram,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,VS,Unigram_Bigram_Trigram,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Unigram_Bigram_Trigram,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.66647813,VS,Unigram_Bigram_Trigram,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.848122302,VS,Unigram_Bigram_Trigram,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.868,VS,Unigram_Bigram_Trigram,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.824,VS,Unigram_Bigram_Trigram,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.845220538,VS,Unigram_Bigram_Trigram,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.925200593,VS,Unigram_Bigram_Trigram,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.921,VS,Unigram_Bigram_Trigram,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.825,VS,Unigram_Bigram_Trigram,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.869104993,VS,Unigram_Bigram_Trigram,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.778324116,VS,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.853,VS,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.67,VS,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.75024816,VS,Unigram_Bigram_Trigram_Composite,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.907940412,VS,Unigram_Bigram_Trigram_Composite,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.909,VS,Unigram_Bigram_Trigram_Composite,6k
MX,meanRecall,cv_MX_train.meanRecall,0.907,VS,Unigram_Bigram_Trigram_Composite,6k
MX,meanFscore,cv_MX_train.meanFscore,0.907828825,VS,Unigram_Bigram_Trigram_Composite,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.607042209,VS,Unigram_Bigram_Trigram_Composite,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.588,VS,Unigram_Bigram_Trigram_Composite,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.727,VS,Unigram_Bigram_Trigram_Composite,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.64934643,VS,Unigram_Bigram_Trigram_Composite,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.834586056,VS,Unigram_Bigram_Trigram_Composite,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.828,VS,Unigram_Bigram_Trigram_Composite,6k
BG,meanRecall,cv_BG_train.meanRecall,0.847,VS,Unigram_Bigram_Trigram_Composite,6k
BG,meanFscore,cv_BG_train.meanFscore,0.837197544,VS,Unigram_Bigram_Trigram_Composite,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.779648059,VS,Unigram_Bigram_Trigram_Composite,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.754,VS,Unigram_Bigram_Trigram_Composite,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.835,VS,Unigram_Bigram_Trigram_Composite,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.790598524,VS,Unigram_Bigram_Trigram_Composite,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.861692684,VS,Unigram_Bigram_Trigram_Composite,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.846,VS,Unigram_Bigram_Trigram_Composite,6k
RF,meanRecall,cv_RF_train.meanRecall,0.881,VS,Unigram_Bigram_Trigram_Composite,6k
RF,meanFscore,cv_RF_train.meanFscore,0.863004383,VS,Unigram_Bigram_Trigram_Composite,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500025392,VS,Unigram_Bigram_Trigram_Composite,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,VS,Unigram_Bigram_Trigram_Composite,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Unigram_Bigram_Trigram_Composite,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666331508,VS,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.825633306,VS,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.841,VS,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.802,VS,Unigram_Bigram_Trigram_Composite,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.820841364,VS,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.891507093,VS,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.871,VS,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.8,VS,Unigram_Bigram_Trigram_Composite,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.833426056,VS,Unigram_Bigram_Trigram_Composite,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.668727775,VS,Neg_Pos,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.736,VS,Neg_Pos,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.527,VS,Neg_Pos,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.614072465,VS,Neg_Pos,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.782407247,VS,Neg_Pos,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.789,VS,Neg_Pos,6k
MX,meanRecall,cv_MX_train.meanRecall,0.772,VS,Neg_Pos,6k
MX,meanFscore,cv_MX_train.meanFscore,0.780268549,VS,Neg_Pos,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.551302604,VS,Neg_Pos,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.537,VS,Neg_Pos,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.792,VS,Neg_Pos,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.639266652,VS,Neg_Pos,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.764484361,VS,Neg_Pos,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.758,VS,Neg_Pos,6k
BG,meanRecall,cv_BG_train.meanRecall,0.778,VS,Neg_Pos,6k
BG,meanFscore,cv_BG_train.meanFscore,0.767599266,VS,Neg_Pos,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.754097285,VS,Neg_Pos,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.715,VS,Neg_Pos,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.844,VS,Neg_Pos,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.773854788,VS,Neg_Pos,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.784064062,VS,Neg_Pos,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.781,VS,Neg_Pos,6k
RF,meanRecall,cv_RF_train.meanRecall,0.789,VS,Neg_Pos,6k
RF,meanFscore,cv_RF_train.meanFscore,0.78484681,VS,Neg_Pos,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499723948,VS,Neg_Pos,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,VS,Neg_Pos,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Neg_Pos,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666441396,VS,Neg_Pos,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.749943755,VS,Neg_Pos,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.763,VS,Neg_Pos,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.72,VS,Neg_Pos,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.740620276,VS,Neg_Pos,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.880077719,VS,Neg_Pos,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.837,VS,Neg_Pos,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.801,VS,Neg_Pos,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.815601367,VS,Neg_Pos,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.517489133,VS,Part_Of_Speech,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.619,VS,Part_Of_Speech,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.086,VS,Part_Of_Speech,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.150647668,VS,Part_Of_Speech,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.668919381,VS,Part_Of_Speech,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.652,VS,Part_Of_Speech,6k
MX,meanRecall,cv_MX_train.meanRecall,0.722,VS,Part_Of_Speech,6k
MX,meanFscore,cv_MX_train.meanFscore,0.6846169,VS,Part_Of_Speech,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.634383149,VS,Part_Of_Speech,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.608,VS,Part_Of_Speech,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.744,VS,Part_Of_Speech,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.668881962,VS,Part_Of_Speech,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.665888096,VS,Part_Of_Speech,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.661,VS,Part_Of_Speech,6k
BG,meanRecall,cv_BG_train.meanRecall,0.68,VS,Part_Of_Speech,6k
BG,meanFscore,cv_BG_train.meanFscore,0.66961598,VS,Part_Of_Speech,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.578371256,VS,Part_Of_Speech,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.552,VS,Part_Of_Speech,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.838,VS,Part_Of_Speech,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.665404403,VS,Part_Of_Speech,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.679761621,VS,Part_Of_Speech,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.68,VS,Part_Of_Speech,6k
RF,meanRecall,cv_RF_train.meanRecall,0.685,VS,Part_Of_Speech,6k
RF,meanFscore,cv_RF_train.meanFscore,0.681912855,VS,Part_Of_Speech,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499723948,VS,Part_Of_Speech,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,VS,Part_Of_Speech,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Part_Of_Speech,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666441396,VS,Part_Of_Speech,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.602407618,VS,Part_Of_Speech,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.618,VS,Part_Of_Speech,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.542,VS,Part_Of_Speech,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.576549565,VS,Part_Of_Speech,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.882896681,VS,Part_Of_Speech,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.639,VS,Part_Of_Speech,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.622,VS,Part_Of_Speech,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.613060626,VS,Part_Of_Speech,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.591497362,VS,Composite_Numerical,6k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.76,VS,Composite_Numerical,6k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.268,VS,Composite_Numerical,6k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.395987342,VS,Composite_Numerical,6k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.792941622,VS,Composite_Numerical,6k
MX,meanPrecision,cv_MX_train.meanPrecision,0.796,VS,Composite_Numerical,6k
MX,meanRecall,cv_MX_train.meanRecall,0.788,VS,Composite_Numerical,6k
MX,meanFscore,cv_MX_train.meanFscore,0.791682424,VS,Composite_Numerical,6k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.557693145,VS,Composite_Numerical,6k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.54,VS,Composite_Numerical,6k
SVM,meanRecall,cv_SVM_train.meanRecall,0.795,VS,Composite_Numerical,6k
SVM,meanFscore,cv_SVM_train.meanFscore,0.642715584,VS,Composite_Numerical,6k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.787752161,VS,Composite_Numerical,6k
BG,meanPrecision,cv_BG_train.meanPrecision,0.783,VS,Composite_Numerical,6k
BG,meanRecall,cv_BG_train.meanRecall,0.797,VS,Composite_Numerical,6k
BG,meanFscore,cv_BG_train.meanFscore,0.789660782,VS,Composite_Numerical,6k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.754097285,VS,Composite_Numerical,6k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.715,VS,Composite_Numerical,6k
TREE,meanRecall,cv_TREE_train.meanRecall,0.844,VS,Composite_Numerical,6k
TREE,meanFscore,cv_TREE_train.meanFscore,0.773854788,VS,Composite_Numerical,6k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.805190604,VS,Composite_Numerical,6k
RF,meanPrecision,cv_RF_train.meanPrecision,0.796,VS,Composite_Numerical,6k
RF,meanRecall,cv_RF_train.meanRecall,0.823,VS,Composite_Numerical,6k
RF,meanFscore,cv_RF_train.meanFscore,0.809028943,VS,Composite_Numerical,6k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.499723948,VS,Composite_Numerical,6k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.5,VS,Composite_Numerical,6k
NNET,meanRecall,cv_NNET_train.meanRecall,1,VS,Composite_Numerical,6k
NNET,meanFscore,cv_NNET_train.meanFscore,0.666441396,VS,Composite_Numerical,6k
SLDA,meanAccuracy,cv_SLDA_train.meanAccuracy,0.752382025,VS,Composite_Numerical,6k
SLDA,meanPrecision,cv_SLDA_train.meanPrecision,0.764,VS,Composite_Numerical,6k
SLDA,meanRecall,cv_SLDA_train.meanRecall,0.703,VS,Composite_Numerical,6k
SLDA,meanFscore,cv_SLDA_train.meanFscore,0.728483597,VS,Composite_Numerical,6k
BOOSTING,meanAccuracy,cv_BOOSTING_train.meanAccuracy,0.877183689,VS,Composite_Numerical,6k
BOOSTING,meanPrecision,cv_BOOSTING_train.meanPrecision,0.817,VS,Composite_Numerical,6k
BOOSTING,meanRecall,cv_BOOSTING_train.meanRecall,0.841,VS,Composite_Numerical,6k
BOOSTING,meanFscore,cv_BOOSTING_train.meanFscore,0.826693454,VS,Composite_Numerical,6k
NaiveBayes,meanAccuracy,cv_NaiveBayes_train.meanAccuracy,0.812025657,Camera,Unigram,8k
NaiveBayes,meanPrecision,cv_NaiveBayes_train.meanPrecision,0.865,Camera,Unigram,8k
NaiveBayes,meanRecall,cv_NaiveBayes_train.meanRecall,0.741,Camera,Unigram,8k
NaiveBayes,meanFscore,cv_NaiveBayes_train.meanFscore,0.797765647,Camera,Unigram,8k
MX,meanAccuracy,cv_MX_train.meanAccuracy,0.910190086,Camera,Unigram,8k
MX,meanPrecision,cv_MX_train.meanPrecision,0.913,Camera,Unigram,8k
MX,meanRecall,cv_MX_train.meanRecall,0.908,Camera,Unigram,8k
MX,meanFscore,cv_MX_train.meanFscore,0.910320913,Camera,Unigram,8k
SVM,meanAccuracy,cv_SVM_train.meanAccuracy,0.85698772,Camera,Unigram,8k
SVM,meanPrecision,cv_SVM_train.meanPrecision,0.86,Camera,Unigram,8k
SVM,meanRecall,cv_SVM_train.meanRecall,0.855,Camera,Unigram,8k
SVM,meanFscore,cv_SVM_train.meanFscore,0.856879264,Camera,Unigram,8k
BG,meanAccuracy,cv_BG_train.meanAccuracy,0.826838742,Camera,Unigram,8k
BG,meanPrecision,cv_BG_train.meanPrecision,0.811,Camera,Unigram,8k
BG,meanRecall,cv_BG_train.meanRecall,0.853,Camera,Unigram,8k
BG,meanFscore,cv_BG_train.meanFscore,0.831278801,Camera,Unigram,8k
TREE,meanAccuracy,cv_TREE_train.meanAccuracy,0.75582816,Camera,Unigram,8k
TREE,meanPrecision,cv_TREE_train.meanPrecision,0.725,Camera,Unigram,8k
TREE,meanRecall,cv_TREE_train.meanRecall,0.821,Camera,Unigram,8k
TREE,meanFscore,cv_TREE_train.meanFscore,0.769522225,Camera,Unigram,8k
RF,meanAccuracy,cv_RF_train.meanAccuracy,0.878984318,Camera,Unigram,8k
RF,meanPrecision,cv_RF_train.meanPrecision,0.878,Camera,Unigram,8k
RF,meanRecall,cv_RF_train.meanRecall,0.88,Camera,Unigram,8k
RF,meanFscore,cv_RF_train.meanFscore,0.878846552,Camera,Unigram,8k
NNET,meanAccuracy,cv_NNET_train.meanAccuracy,0.500150027,Camera,Unigram,8k
NNET,meanPrecision,cv_NNET_train.meanPrecision,0.499,Camera,Unigram,8k
NNET,meanRecall,cv_NNET_train.meanRecall,1,Camera,Unigram,8k
NNET,meanFscore,cv_NNET_train.meanFscore,0.665595368,Camera,Unigram,8k
